sentimen llm,tweet_with_tags
negatif,"Ada seorang senior engineer Twitter bernama John, yang mudah tersinggung <Wajah Memutar Mata> Namun Herman asyik maki John, kantoi lettew <Tertawa Terpingkal-Pingkal>"
negatif,"Percuma kalian ngejelekin satu sama lain di depan saya, buat apa sih? <Wajah Memutar Mata> Toh nggak bakal terpengaruh, bakalan aku pantau sambil ngeteh ☕️ nggak perlu lah sampe bilang ini itu, risih dengernya <Wajah Tidak Terhibur>."
netral,Dokter Tirta Siapa sebenarnya beliau? <Wajah Berpikir> Ayo... Semoga Allah Selamatkan kita dari berburuksangka ataupun tertipu 🤲<Tangan Merapat Berdoa>
negatif,PACAR SAYA BANYAK. CEWEK SEMUA! PUAS? <Wajah Memutar Mata><Wajah Tersenyum Sinis>
negatif,"tah la sab, macam macam dugaan, penat <Wajah Lelah Lesu><Wajah Kecewa>"
positif,terpesona sih sbnernya ea <Wajah Tersenyum Dengan Mata Hati>✨
negatif,"Yang bikin kesal, tak kira abis bimbingan dibuka, ternyata tidak <Wajah Marah><Wajah Mengeluarkan Uap Dari Hidung>"
negatif,Kudune tuhan e yo mbok benci jg <Wajah Memutar Mata><Wajah Tidak Terhibur>
negatif,"judge seseorang sekasar apapun <Wajah Marah>. judge seseorang sebenci apapun <Wajah Bersungut Marah>. if ure feeling said ""still loving"" akan diterima sih ya logicnya wlaupun sedikit gengsi or jaim <Wajah Tersenyum Sinis>. kebukti semuanya? atau ga ya? <Wajah Berpikir> oke kita tunggu moment jijik ini WKwkwkwkwkwkwkwkwkwk 🤮<Wajah Terbalik>"
negatif,Ken2 gwh sih saran aja ye ko lebih senang negara RI dijajah asing & aseng apa lebih suka damai??? <Wajah Memutar Mata> Mendingan gak mancing2 amarah sesama anak bangsa <Wajah Mengeluarkan Uap Dari Hidung> Kecuali kalian emang suka banget dijajah <Wajah Terbalik>
positif,"Insyallah....mampu dan hrs buang rasa benci,amarah apapun itu <Tangan Merapat Berdoa><Wajah Tersenyum Dengan Mata Tersenyum>"
positif,yaallah gua ngetawain ini kenceng bgt sampe mak gua murka trs nyuruh nonton dikebon aja <Tertawa Terpingkal-Pingkal><Wajah Menangis Gembira><Wajah Menangis Kencang>
negatif,ngapain pake muak suami aku maksutnya <Wajah Memutar Mata><Wajah Tidak Terhibur>
negatif,"2 akun demen caper wkwk <Wajah Memutar Mata> Gak usah terlalu percaya, takutnya malah bikin kecewa <Wajah Kecewa>, fokus nabung aja toh kalo emang beneran bighit juga ngasih info kok <Wajah Lega>"
negatif,makanya.. akupun heran. mimpi makan bareng doooongg <Wajah Memutar Mata><Wajah Menikmati Makanan Lezat>
netral,Sebenernya mamaku risih gak sih hampir tiap hari aku pelukin gitu? <Wajah Berpikir><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>
positif,"need to go to the gym ASAP, gue udah mulai sedih gajelas <Wajah Kecewa>. Gym udah kayak obat penenang buat gue, prioritas utamanya sekarang bukan untuk bikin badan bagus tapi mencari kebahagian <Wajah Tersenyum Dengan Mata Tersenyum>. Serius, gue lagi cardio aja bisa ketawa karna kesenangan <Wajah Menangis Gembira>. Mungkin karna kelebihan hormon endorfin <Bintang Bersinar>"
positif,"iseng kok, ya nyantai aja kalau ada yang mau syukur ngga ya coba lagi haha <Wajah Menangis Gembira><Tertawa Terpingkal-Pingkal>"
netral,Heran wkwk <Wajah Berpikir><Tertawa Terpingkal-Pingkal>
negatif,Penat badan tk hilang lg <Wajah Lelah Lesu>
negatif,"lisa ni pas jadi mentor terus ngoreksi trainees serem amat bangsat <Wajah Berteriak Ketakutan>, aku ngeri <Wajah Mulut Terbuka Dan Keringat Dingin>. mukanya datar <Wajah Tanpa Ekspresi>, gatau salah apa ngga <Wajah Berpikir>."
negatif,"Udh bermasalah kok masih bangga, dasar tidak punya malu.... <Wajah Memutar Mata><Wajah Tidak Terhibur>"
positif,"Kirekire 2bln lalu, orgtua manten dtg beli baju sekolah untuk anaknya. Teruuuus saya gugup saat menjualnya, gugup rindu sama anaknya hhh <Wajah Tersenyum Dengan Mata Tersenyum><Tangan Merapat Berdoa>"
negatif,tapii aku tidakk islammphobia kaya org openminded lainnyaaa (mrsa bangga) <Wajah Memutar Mata><Wajah Tersenyum Sinis><Wajah Terbalik>
negatif,Kalo sengsara gegara ga bisa nyolong jgn curhat Mulu ... Ngenes <Wajah Memutar Mata><Tertawa Terpingkal-Pingkal>
negatif,"udh kali mba. org dibilang jg tweet iseng jaman kecil, masih diseriusin aja <Wajah Memutar Mata> chill dikit napa deh heran <Wajah Tidak Terhibur>"
negatif,Penat woiiiiiii hidupppppp camnii <Wajah Sangat Lelah><Wajah Lelah Lesu>
positif,"Aku suka sate madura pake bgt <Wajah Tersenyum Dengan Mata Hati>, Tapi suka juga kuah bakso <Wajah Menikmati Makanan Lezat>, Tapi bucin martabak telor <Wajah Mengiler>, Tergila gila sama nasi kuning 🤩, Dan setiap pagi minum kopi sampeee muak <Wajah Sangat Lelah><Wajah Menangis Kencang>"
negatif,Semuanya duka ga ada suka <Wajah Menangis Kencang><Wajah Kecewa>
positif,"Aku yg pribumi dukung pakde Jokowi juga makin enak skrg, lebih baik hidup ku karena setiap tahun ada peningkatan kehidupan <Wajah Tersenyum Dengan Mata Tersenyum>. Elu doang yg sengsara lalu bandingin sama cina sgala.. <Wajah Memutar Mata> Makanya bersyukur sama Tuhan spy hidup lebih nikmat <Tangan Merapat Berdoa>"
negatif,"Seriusan ini mah ga usah drama <Wajah Memutar Mata>, heran masih ada aja org yg ga suka sama heenim tuh knp gt <Wajah Berpikir>"
negatif,"Oke stop bahas soal cinta2an, muak aing <Wajah Tanpa Ekspresi>. Back to reality. Temen gua dulu juga ada yang pernah nyinyirin pekerjaan ojol <Wajah Memutar Mata>. ""ganteng ganteng ntar eh taunya jadi ojol doang HAHAHAH <Wajah Tidak Terhibur>"" ""bapak bapak ojolnya tadi rese banget dah anjir, gua kasih bintang 1 aja <Jempol Ke Bawah>"""
negatif,pagi lagi dah menitik air mata tengok hi bye mama ni weh <Wajah Menangis Kencang>. kisah hantu dia semua sedih <Wajah Menangis>
positif,aku bangga kenalan ama bundarita yg soleh .. Amin <Tangan Merapat Berdoa><Wajah Tersenyum Malaikat>
positif,"Nah terus sampai dirumah aku membagikan ceritaku lewat instagram story. Yaa seperti biasa, apapun yang menambah rasa syukur dan energi positif selalu aku bagikan ceritanya <Wajah Tersenyum Dengan Mata Tersenyum>✨<Tangan Merapat Berdoa>"
negatif,makan hati la penat baru habis shift 11 tadi <Wajah Lelah Lesu> nasib manager aku bagi balik awal.. <Wajah Lega> fuh kecut jari lemah lutut aku sejam cuci pinggan kotoq <Wajah Mual>
positif,Bikin Senang <Wajah Tersenyum Dengan Mata Tersenyum>
positif,"Terakhir dpt tip kek gitu, malam tahun baru, dan itu mba nya ga berani Pulang depan rumah Takut ketauan suami <Wajah Berteriak Ketakutan>, jadi di Gang sebelah sambil terburu""terburu takut di Marah in gara gara malam tahun baruan ama temenya wwkwkw <Tertawa Terpingkal-Pingkal><Wajah Menangis Gembira>"
netral,Maybe orang yang snap tu terkejut <Wajah Berteriak Ketakutan> or ianya ss dari video yang dia ambik untuk tengok apa ada dalam rumah tu <Wajah Berpikir>.
negatif,BARU BANGET MINGGU KEMARIN !!! <Wajah Berteriak Ketakutan> Adek gw minta beliin LKS kimia di Gramedia butuh besok baru bilang jam 20.40. Gimana gw kaga murka apa dikira nyarinya gampang <Wajah Mengeluarkan Uap Dari Hidung>. Eh pas sampe gramed bukannya nanya ama karyawannya malah bengong !!! <Wajah Memutar Mata> Rasanya pengen tak pukulin di gramed <Wajah Bersungut Marah>
negatif,"Nah ini, kgak pernah ditembak cowo kali ya makanya nggak tau klo dating itu pasti sama2 mau. Tak da otak, kesal <Wajah Memutar Mata><Wajah Bersungut Marah>"
negatif,MALU MALU IN BANGET HIDUP LO JIR <Wajah Memutar Mata><Wajah Tidak Terhibur>
negatif,but the first video terkejut sia no pls bye <Wajah Berteriak Ketakutan><Wajah Menangis Kencang>
negatif,Emg ya manusia terlalu banyak expect giliran ga kesampean kecewa minta ampun <Wajah Kecewa><Wajah Lelah Lesu>
negatif,Gue pernah ngomong begini dan satu mobil berisi tante-tante langsung murka <Wajah Berteriak Ketakutan><Wajah Bersungut Marah>
netral,Biar tmn2 bingung harus ketawa apa sedih <Wajah Netral><Wajah Berpikir>
positif,"Aamiin Yaa Rabbal'aalamiin <Tangan Merapat Berdoa> Tiada hari tanpa pagi, tiada kebahagiaan di pagi hari jika tanpa senyum darimu akhy <Wajah Tersenyum Dengan Mata Tersenyum> Dan bersyukur lah dgn mengucap syukur kepada Ilahi <Wajah Tersenyum Malaikat> Assalamu'alaikum sahabatku Salam Jumat Berkah <Bintang Bersinar>"
negatif,Kemaren selasa aja gw kebandara Soetta.. anakqu sama aq bilang lah ko cina melulu.. <Wajah Marah> Ngeri juga dari Cina bawa virus.. <Wajah Berteriak Ketakutan> Itu tgl 28 loh.. Seharusnya skarang distop lah dilarang jangan ke Indonesia <Wajah Mengeluarkan Uap Dari Hidung>
positif,"Udh bener pemerintah banned tiktok di indo.. <Tepuk Tangan> Ngeri kali konten""nya tuh loh.. <Wajah Berteriak Ketakutan>"
negatif,"So abg apologize sgt kalau abg kurang berinteraksi <Wajah Termenung Sedih>. Jarang ada DM that can truly capture my interest <Wajah Memutar Mata>. Bukan poyo or sombong, abg dah tua dik, penat nak layan satu-satu <Wajah Sangat Lelah>. Ditambah pula dgn sejarah abg yg selalu kena tipu dgn harapan palsu, abg mmg ada reserved sikit <Hati Patah>."
negatif,"Kelakuan org sok tau <Wajah Memutar Mata>. Pdhal front liners lg kekurangan APD <Wajah Termenung Sedih>. Ini hanya demi belanja doang di supermarket, pake APD lengkap <Wajah Badut>. Sedih skl <Wajah Menangis>."
negatif,"Iya kalo 3 mata ntar jadi dajal, hi ngeri <Wajah Berteriak Ketakutan>,,,, [memakan kwaci]],, meminum air panas langung dari jazirah arab 🥵<Tengkorak>"
negatif,"ngejawabin pertanyaan2 seputar hal yg aku duka dan aku tau bikin aku seneng karna merasa berguna <Wajah Tersenyum Dengan Mata Tersenyum>. soalnya di mata mama aing, aing ga guna karna katanya gabisa apapa <Wajah Termenung Sedih><Hati Patah>."
positif,"Terkejut aq <Wajah Berteriak Ketakutan>. Ingat mak aq main twitter marah aq jerit ""TENGOK WHATSAPP!"" <Wajah Terperanjat><Wajah Menangis Gembira>"
negatif,"Bang ko ganteng2 rokoknya filter si,ayoo laa ganti rokoknyaa janga bikin malu kalee <Wajah Memutar Mata><Wajah Tidak Terhibur>"
positif,Belum ketemu aslinya sudah terpesona <Wajah Tersenyum Dengan Mata Hati>. Gmn klo ketemu aslinya? 🤩
negatif,"Dikira semua jokes dia lucu kali yaaa <Wajah Memutar Mata>, dikira semua org bakal fine2 aja sm jokes dia <Wajah Tidak Terhibur>. Dia gatau kl dia ngmg gt kali ada sahabat dekatnya yg tersinggung <Wajah Termenung Sedih>. Itulah mengapa harus mikir dulu sblm ngomong/ngetweet <Orang Tepok Jidat>."
negatif,semua orang murka <Wajah Bersungut Marah>. azab buat tukang selingkuh sama selingkuhan <Tengkorak>
negatif,Gawe gugup secuil sih <Wajah Mulut Terbuka Dan Keringat Dingin>
negatif,Pergi sm aku ga di giniin kecewa! <Wajah Kecewa><Hati Patah>
positif,saya bangga jadi kawan acap <Wajah Tersenyum Dengan Mata Tersenyum><Bintang Bersinar>
negatif,Aku kecewa aisah ga pulang pulangang <Wajah Kecewa><Wajah Termenung Sedih>
negatif,Saya rasa sekarang lebih tepat nya jangan sebar isu isu yg tdk penting <Wajah Tanpa Ekspresi>. (Sedikit kecewa dgn media sekarang. Karena uang jauh lebih hijau ketimbang berita yg akurat <Wajah Mata Duitan>) Jauhi virusnya bukan orangnya. Cari solusinya bukan menyalahkan. Ikuti saran ahli untuk atasi penyebaran <Tangan Merapat Berdoa>.
negatif,kalau banyak pengunjung dan sering datang di sungai ini orang2 ini yg membawa truk suka takut kalau banyak orang yg datang biasanya langusung pergi <Wajah Memutar Mata><Wajah Berpikir>
positif,"sumpah penat <Wajah Lelah Lesu>, tapi aku selalu pegang yang jalan kita semua dah tertulis, tinggal nak lalu je <Wajah Lega><Tangan Merapat Berdoa>"
negatif,Takut gak punya duit <Wajah Berteriak Ketakutan><Wajah Mulut Terbuka Dan Keringat Dingin>
negatif,"kau kaya senang la sembang lehnet <Wajah Memutar Mata>, yang miskin ni banyak benda lagi nk pakai duit <Wajah Lelah Lesu>"
positif,"Aing udah biasa liat maneh ngeluh <Wajah Memutar Mata>, tapi ga ada muak males sih, cuma kalo udah kearah arah yg bodoh aing suka kesel dan marahin wkwkw <Wajah Marah> tapi ku tetap sayang teman temanku uuuuu <Hati Merah>️"
negatif,Terkejut petir lagi lepas tu suara kakaknya lagi <Wajah Berteriak Ketakutan><Tegangan Tinggi>
positif,"Baru beberapa minit dan aku terkejut anime dorohedoro lagi better dari anime berserk <Wajah Berteriak Ketakutan>. Dari segi artwork, design dan colour. Much better dari manga kot 🤩✨."
negatif,MAKHLUKASTRALDARIMANAIIHSEREM JIJIK BEUT <Wajah Berteriak Ketakutan><Wajah Mual>
negatif,Ebusehhh ngeri mbak <Wajah Berteriak Ketakutan>
negatif,Kamu benci sama aku itu hak mu <Wajah Memutar Mata>. Namun aku akan mencoba mendoakanmu <Tangan Merapat Berdoa>. Walau itu susah <Wajah Lelah Lesu>
negatif,"gak heran sih ref, s3 halu mah beda <Wajah Memutar Mata><Wajah Terbalik>"
positif,Wow abis april mop tbtb bighit drop mv baru gimana? <Wajah Berteriak Ketakutan> Niatnya ngerjain bangtan sonyeondan gataunya kt yg terkejut <Tertawa Terpingkal-Pingkal><Bintang Bersinar>
negatif,malah sekarang dia tuh kayak.... yang paling ganteng gitu... top list.... <Wajah Memutar Mata><Wajah Badut> goblok malu gue pdhl dulu w bilang dia b aja <Orang Tepok Jidat>‍♂️
netral,advisor kantor aku baru pulang dr china kemarin. Usia udah 60an. Awalnya biasa aja soalnya jarang papasan. Lah hari ini malah papasan dan dia nyapa terus ngajak ngobrol. Mau pasang masker takut dia tersinggung. Bingung <Wajah Bingung><Wajah Berpikir>
negatif,Januari penuh duka ampun <Wajah Menangis Kencang><Hati Patah>
negatif,Amboi terkejut ambo nengoknyaaa <Wajah Berteriak Ketakutan><Wajah Terperanjat>
negatif,Susah emang kalo punya temen yang sifatnya over. Apaapa dijadiin biang bercandaan ga peduli itu ngejatohin harga diri temen. Yang penting dia puas.wkwkk <Wajah Memutar Mata><Wajah Tidak Terhibur><Orang Tepok Jidat>
netral,"Saya cm ngingetin aja kok bkn salty atau ngejudge, maaf ya klo tersinggung atas ucapan saya <Wajah Memutar Mata><Tangan Merapat Berdoa>"
negatif,"Risih bgt dia pake kata ""mengasih"" <Wajah Memutar Mata><Wajah Tidak Terhibur>"
negatif,Malu tau <Wajah Kecewa>
positif,"Dulu banget suka gini, bangun2 malu pisan terus konfirmasi salah kirim wkwk <Tertawa Terpingkal-Pingkal><Orang Tepok Jidat>‍♂️"
negatif,Kecewa cursed crown di rewrite padahal ningguin chap selanjutnya... <Wajah Kecewa> Tiny toes juga begitu <Wajah Menangis Kencang>
negatif,ini apasih? <Wajah Bingung> aku yg sengsara kok kalian sibuk sendiri <Wajah Tidak Terhibur>
positif,Aku bangga sekaliii caaaa hehehe <Wajah Tersenyum Dengan Mata Hati> semoga dilancarkan rejekinya sohibkuh 🤲✨
netral,"Sabar ya mas wkwkwk aku gemes sendiri bacanya 🤭. Aku paham kok maksud masnya. Aku sendiri juga suka kpop, cowokku sering ngatain group yg aku suka <Wajah Memutar Mata>. Oh jelas aku tersinggung <Wajah Mengeluarkan Uap Dari Hidung>. Tapi karena udah kebal lama2 mencoba utk biasa aja <Wajah Lega>."
negatif,"stan kpop di jamanku dlu beda sama yg sekarang. aku bsa beli album sendiri baru tahun 2014 an alias waktu aku hampir lulus kuliah dan mulai bisa nabung. <Wajah Lega> waktu itu juga hampir nonton SS5 di jkt 2013, udah nabung tp ga diijinin. <Wajah Menangis Kencang> sedih bgt pokoknya, jaman sengsara. <Wajah Lelah Lesu>"
negatif,ohm lambat sangat buka langkah kami penat tunggu so <Wajah Lelah Lesu><Wajah Dengan Keringat Dingin>
negatif,Kesal w njir <Wajah Marah><Wajah Bersungut Marah>
positif,Somehow Uchitama ep 6 buat crossover Division Rap Battle dahlah Saito Soma pun ada dalam Division Rap Battle <Wajah Berteriak Ketakutan> Paling terkejut masa Kaji Yuki rap nak terkoyak mask aku sebab fangirling XD <Tertawa Terpingkal-Pingkal>
positif,"Duduk anteng depan tv kalo icil udah mulai, bacain cerbung tentang rio ify, terpesona sama unyu ganteng keren nya Ray kalo lagi main drum omaygatttt <Wajah Tersenyum Dengan Mata Hati>✨🤩"
netral,"maaf kalo tersinggung ""orang kurus cepet mati"" woe ijat tulisan ""maaf kalo tersinggung"" itu tidak berguna <Wajah Menjulurkan Lidah>"
negatif,"Kesal masih belom, ngantuk iya <Wajah Marah>"
negatif,anjr ngeri bgt <Wajah Menjulurkan Lidah>
negatif,"JANCOK, SUMPAH GUA MURKA LIAT INI. PEN GUA TEBAS JUGA LU PAK, TAEEEKKK DADI MENUNGSO KOK GRAGAS MEN YO COK, KEPIYE MAKSUDMU COK!!! TRADISI SIH TRADISI, TAPI CARAMU MATENI KUCING IKU YO RAUMUM SETAN! MATIMU YO RABAKALAN ADOH KOYOK KUCING KUI JANCOK! <Wajah Marah><Bom><Hati Patah>"
netral,"Siapppp, jangan risih kalau di balain ya <Wajah Menjulurkan Lidah>"
positif,"Semangat! Fighting! Kamu harus yakin ada banyak orang yg punya hidup kayak kamu, dan akan ada yg ngerti kamu. Daripada mikir untuk benci hidup, lebih baik kamu nikmati aja. Coba ketawain hal2 yg bikin kamu muak, abis itu kamu teriak/nangis. <Wajah Menjulurkan Lidah>"
negatif,dah muak <Wajah Menjulurkan Lidah>
positif,"Mhn kesediaan Bapak/Ibu Pelanggan menunggu, dengan senang hati kami segera merespon Mention kembali. Tks ^Dodi <Wajah Tersenyum Dengan Mata Tersenyum>"
negatif,"Kita ini banyak yang pelupa, bahwa hal sensitif seperti ini, bisa merenggut nyawa, nyawa kita, nyawa orang yang kita cintai, bahkan nyawa orang yang kita benci. Lalu apa ujungnya? Darah dibalas darah? <Wajah Marah>"
netral,Udh terkejut <Wajah Menjulurkan Lidah>
negatif,Sangat benci <Wajah Marah>
negatif,SAD ENDING GANTUNG ENDING GUA MUAK YA <Wajah Marah>
positif,Gapapa mas saya bangga sama temen temen saya <Wajah Menjulurkan Lidah>
netral,JANGAN TANYA SAYA! SAYA HERAN! KAGET SAYA! <Wajah Menjulurkan Lidah>
positif,Morn <Wajah Tersenyum Dengan Mata Tersenyum> Semoga tiap hari kita bahagia. Stay strong ya kita <Otot Lengan Kuat>
negatif,"Knapasihhh, akupun kecewa ma diriku sendiri <Wajah Menjulurkan Lidah>"
negatif,Sedang kesal <Wajah Marah>
netral,orang stress gini nih subuh subuh ada aja kelakuannya. heran. <Wajah Menjulurkan Lidah>
netral,Sudah bosan dan muak ya? Wkwkwkkw <Wajah Menjulurkan Lidah>
negatif,Nangis Jijik Nangis Jijik Nangis Jijik Nangis Jijik Nangis Jijik Nangis Jijik Nangis Jijik Nangis Jijik Nangis Jijik Nangis Jijik Nangis Jijik Nangis Jijik <Wajah Termenung Sedih>
netral,wkwkwk gapapaaa aku bacanya lucu jadinya cuma ngebenerin aja kokk jangan tersinggung yaaa <Wajah Menjulurkan Lidah>
negatif,HIH KESAL <Wajah Marah>
positif,"senang hari ini, menjadi halu kemudian <Wajah Menjulurkan Lidah>"
netral,"Nga ah, tkut kecewa aku wkwkwk <Wajah Menjulurkan Lidah>"
negatif,BELVYAAAA!!!!! KENAPA LO SARANKAN BELIAU HAHHH?!?!!?!!!!!!!!! GW MURKA <Wajah Marah>
netral,HHhhaha aku pun terkejut <Wajah Menjulurkan Lidah>
positif,Kamu SOpan Aku Senang <Wajah Menjulurkan Lidah>
negatif,"Yah <Wajah Menjulurkan Lidah>, btw makasih udah respon!"
netral,"Ga cinta, ga benci, dan ga peduli <Wajah Netral>"
negatif,"Fiks, siapa pun kalian hati2 kalo kemana2. Gue cuma takut orang ini jahat sebenernya. Apalagi tatapannya bikin risih. Be safe, guys! <Wajah Marah>"
netral,"Hai Kak, maaf banget nih bikin kamu cemas. Coba infoin nomor pesanan yang bermasalah tersebut ke DM yuk Kak biar mimin bantu cek. Ditunggu DM nya ^SA <Wajah Bingung>"
negatif,Dia dah penat orang reply semua macam tak puas hati. Pastu dia reply apa yang dah dicopy paste <Wajah Marah>
netral,Duh jd ngeri wkwkw <Wajah Menjulurkan Lidah>
positif,HAHAHSJDKDKD TERKEJUT WOI <Wajah Menjulurkan Lidah>
negatif,ISSH JIJIK KALI AKU .g <Wajah Menjulurkan Lidah>
negatif,Saya murka <Wajah Marah>
netral,"Risih2 jijik, gimana gituuu wkwk <Wajah Menjulurkan Lidah>"
negatif,"Ya sudahlah, terima sj lh putusannya, biar lutfi dn keluarga tenang dan bisa beraktifitas kembali. Intinyakan kita semua sdh faham apa yg terjadi. Biarlah sang maha adil kelak yg memberinya keadilan. <Wajah Berpikir> Berharap pada manusia, pasti kecewa. <Wajah Agak Merengut> Smga dukungan kpda lutfi bs dlm bentuk lain. <Hati Patah>"
netral,Takutt wkwk <Wajah Menjulurkan Lidah>
negatif,Iyaaa wkwkw itu yg bikin kita tertipu <Wajah Menjulurkan Lidah>
negatif,Penat <Wajah Menjulurkan Lidah> Penyesal <Wajah Bingung> Kecewa <Hati Patah> Gagal <Bom>
netral,"Yash. Tiap ketrigger, demonnya bangun. Rasa ga berharga dan ga layak dicintainya bikin jijik sama diri sendiri. Tapi pasti bisa berdamai sama semua ini. <Wajah Menjulurkan Lidah>"
