,tweet emoji,sentimen llm,tweet_with_tags
94,"Syukur Doakan i pulak after this,aamiin 🙏😇",positif,"Syukur Doakan i pulak after this,aamiin <Tangan Merapat Berdoa><Wajah Tersenyum Malaikat>"
95,Pasti dalam hati si abang ojol itu kesal sama ancaman mba n udh mikir yg buruk2 tentang si mba'nya... 😠 Tp stelah lihat polisi di ujung jalan pasti dia bersyukur banget krn mba udh cegah dia masuk jalur busway... 😌🙏,positif,Pasti dalam hati si abang ojol itu kesal sama ancaman mba n udh mikir yg buruk2 tentang si mba'nya... <Wajah Marah> Tp stelah lihat polisi di ujung jalan pasti dia bersyukur banget krn mba udh cegah dia masuk jalur busway... <Wajah Lega><Tangan Merapat Berdoa>
96,Kecewa mehong 😞💔,negatif,Kecewa mehong <Wajah Kecewa><Hati Patah>
97,"Peletku dahsyat juga ya ternyata, semua cewek bisa terpesona. Jadi bangga 😏😏😏",negatif,"Peletku dahsyat juga ya ternyata, semua cewek bisa terpesona. Jadi bangga <Wajah Tersenyum Sinis><Wajah Tersenyum Sinis><Wajah Tersenyum Sinis>"
98,"Wajahnya sedikit merah padam 😡. Ia menahan marahnya 😤. Entah kenapa ia tiba-tiba kesal saat mengingat cerita milik pemuda ini 😠. Namun, wajahnya mendadak gugup saat pemuda itu memperkenalkan dirinya 😳. Dengan segera ia bangkit dari duduknya dan membungkukkan tubuhnya sopan 🙇.",negatif,"Wajahnya sedikit merah padam <Wajah Bersungut Marah>. Ia menahan marahnya <Wajah Mengeluarkan Uap Dari Hidung>. Entah kenapa ia tiba-tiba kesal saat mengingat cerita milik pemuda ini <Wajah Marah>. Namun, wajahnya mendadak gugup saat pemuda itu memperkenalkan dirinya <Wajah Memerah Tersipu>. Dengan segera ia bangkit dari duduknya dan membungkukkan tubuhnya sopan <Orang Membungkuk>."
99,"Ada dua nikmat di mana manusia banyak tertipu karenanya, yaitu kesehatan dan waktu luang. (HR Bukhari) 😌🙏",positif,"Ada dua nikmat di mana manusia banyak tertipu karenanya, yaitu kesehatan dan waktu luang. (HR Bukhari) <Wajah Lega><Tangan Merapat Berdoa>"
100,"Udh muak bgt sama kalimat itu ewwwhhh 🤮. Bego aja si yg masi ngandelin tu kalimat wkwk 🙄. Kayak, liat aja itu twice, rv comeback lebih dr sekali setahun lagunya ngeboom aja kok, makin dikenal pula di Korea 🌟. Emg si waijing ni ganiat aja ngurus gg 😡.",negatif,"Udh muak bgt sama kalimat itu ewwwhhh 🤮. Bego aja si yg masi ngandelin tu kalimat wkwk <Wajah Memutar Mata>. Kayak, liat aja itu twice, rv comeback lebih dr sekali setahun lagunya ngeboom aja kok, makin dikenal pula di Korea <Bintang Bersinar>. Emg si waijing ni ganiat aja ngurus gg <Wajah Bersungut Marah>."
101,Yg saya heran diTV anak2 papua tdk nampak ya?? 🤔 Yg sering muncul anak2 yawa sampe aceh sana... 🙄 Mgkin anak2 papua tggl jauh2... Yaaa 😒,negatif,Yg saya heran diTV anak2 papua tdk nampak ya?? <Wajah Berpikir> Yg sering muncul anak2 yawa sampe aceh sana... <Wajah Memutar Mata> Mgkin anak2 papua tggl jauh2... Yaaa <Wajah Tidak Terhibur>
102,sambal matahnya tidak pernah bikin kecewa Buk 😍😋,positif,sambal matahnya tidak pernah bikin kecewa Buk <Wajah Tersenyum Dengan Mata Hati><Wajah Menikmati Makanan Lezat>
103,"jangan terkejut, pemerintah sudah lama konyol 🙄, dewan perwakilan pun demikian.. 🤦‍♂️ coba merenung, terpilih saja kan mereka beli suara kita.. 💸 mentalitas itu yg kita pilih 😒",negatif,"jangan terkejut, pemerintah sudah lama konyol <Wajah Memutar Mata>, dewan perwakilan pun demikian.. <Orang Tepok Jidat>‍♂️ coba merenung, terpilih saja kan mereka beli suara kita.. 💸 mentalitas itu yg kita pilih <Wajah Tidak Terhibur>"
104,Asal Jan ikan tahu aja lah muak gue liatnya 🤢🤮,negatif,Asal Jan ikan tahu aja lah muak gue liatnya <Wajah Mual>🤮
105,Ini artinya Nelayan2 di Natuna bukan sj hrs mnghadapi Kapal2 illegal RRT..tapi jg berhadapan dgn Kapal2 ssama warga negara Ind. 😰 Dimanapun kapal2 besar tst beroperasi..Nelayan2 kecil yg akan sengsara seiring berkurangnya hasil ikan tangkapan. 😭💔,negatif,Ini artinya Nelayan2 di Natuna bukan sj hrs mnghadapi Kapal2 illegal RRT..tapi jg berhadapan dgn Kapal2 ssama warga negara Ind. <Wajah Mulut Terbuka Dan Keringat Dingin> Dimanapun kapal2 besar tst beroperasi..Nelayan2 kecil yg akan sengsara seiring berkurangnya hasil ikan tangkapan. <Wajah Menangis Kencang><Hati Patah>
106,"Mo tidur nangis 😭, bangun nangis juga 😭. Heran deh, ga capek apa 😩",negatif,"Mo tidur nangis <Wajah Menangis Kencang>, bangun nangis juga <Wajah Menangis Kencang>. Heran deh, ga capek apa <Wajah Lelah Lesu>"
107,Njirr kek brita duka 😭💔,negatif,Njirr kek brita duka <Wajah Menangis Kencang><Hati Patah>
108,Boro2 ama atlet ama coach aja udah gugup wkwkwk 😅🤣,positif,Boro2 ama atlet ama coach aja udah gugup wkwkwk <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Tertawa Terpingkal-Pingkal>
109,Anet ayam berkokok pagi buta ni sumpah terkejut 😱. Bunyi lain mcm sejak musim covid ni 😰,negatif,Anet ayam berkokok pagi buta ni sumpah terkejut <Wajah Berteriak Ketakutan>. Bunyi lain mcm sejak musim covid ni <Wajah Mulut Terbuka Dan Keringat Dingin>
110,"Orang boleh bangga dengan web bagus biaya mahal 🙄, tapi poinnya, seberapa banyakkah produk kita terjual? 🤔",negatif,"Orang boleh bangga dengan web bagus biaya mahal <Wajah Memutar Mata>, tapi poinnya, seberapa banyakkah produk kita terjual? <Wajah Berpikir>"
111,Heran sama orang yg bisa baca hati orang lain 🙄. Nasehat boleh 👌. Hakimi jangan 🙅.,netral,Heran sama orang yg bisa baca hati orang lain <Wajah Memutar Mata>. Nasehat boleh <Tangan Isyarat Ok>. Hakimi jangan <Orang Isyarat Tidak>.
112,Mungkin aku tidak diperhitungkan 😔. Tapi aku senang bersama dengan orang yang sangat bersemangat 😊✨.,positif,Mungkin aku tidak diperhitungkan <Wajah Termenung Sedih>. Tapi aku senang bersama dengan orang yang sangat bersemangat <Wajah Tersenyum Dengan Mata Tersenyum>✨.
113,pernah marah sm wlm...oh iya ofc gw jg prnh murka tp blm sempat gw ngomel2 eh bias gw udah pada hangout aja sm yeop wkwkwk 🙄 jd yg kek hadeh gw udah mo marah2 bias gw digituin eh anaknya dah maen aja sm ceo nya yah ngabis2in waktu sm tenaga gw aja donk marah2 hahaha 🤦‍♂️😂,negatif,pernah marah sm wlm...oh iya ofc gw jg prnh murka tp blm sempat gw ngomel2 eh bias gw udah pada hangout aja sm yeop wkwkwk <Wajah Memutar Mata> jd yg kek hadeh gw udah mo marah2 bias gw digituin eh anaknya dah maen aja sm ceo nya yah ngabis2in waktu sm tenaga gw aja donk marah2 hahaha <Orang Tepok Jidat>‍♂️<Wajah Menangis Gembira>
114,Berteman dengan 2 kepribadian sekaligus??? Kok bisa ajg? 😠 Heran !? 🤔 Otak tanpa akhlak !!! 😡,negatif,Berteman dengan 2 kepribadian sekaligus??? Kok bisa ajg? <Wajah Marah> Heran !? <Wajah Berpikir> Otak tanpa akhlak !!! <Wajah Bersungut Marah>
115,"Utk harapan kpd treasure, smoga ini jadi awalan yg baik n diterima lokal dan tentunya internasional. 🌟 Yg pasti gw pribadi sangat terkejut dan respect kpd treasure ini pdhl blm resmi debut lo h tapi prestasi nya udh luar biasa 😍👏",positif,"Utk harapan kpd treasure, smoga ini jadi awalan yg baik n diterima lokal dan tentunya internasional. <Bintang Bersinar> Yg pasti gw pribadi sangat terkejut dan respect kpd treasure ini pdhl blm resmi debut lo h tapi prestasi nya udh luar biasa <Wajah Tersenyum Dengan Mata Hati><Tepuk Tangan>"
116,Kalo pun ada guenya malah risih 🙄. Malah nanti pasti ada masanya chat udah ga jadi prioritas 😑 yang penting sama2 tau tanggungjawab masing2 sama hubungan sih 😐.,netral,Kalo pun ada guenya malah risih <Wajah Memutar Mata>. Malah nanti pasti ada masanya chat udah ga jadi prioritas <Wajah Tanpa Ekspresi> yang penting sama2 tau tanggungjawab masing2 sama hubungan sih <Wajah Netral>.
117,"soalnya aku suka ngigo kak, takut aja nanti tau-tau nyanyi michogane wkwk 🤣. pernah tau aku ngigo ""asahi ganteng banget"" adekku yang denger gitu kan 😂😍",positif,"soalnya aku suka ngigo kak, takut aja nanti tau-tau nyanyi michogane wkwk <Tertawa Terpingkal-Pingkal>. pernah tau aku ngigo ""asahi ganteng banget"" adekku yang denger gitu kan <Wajah Menangis Gembira><Wajah Tersenyum Dengan Mata Hati>"
118,"Susah banget ya jadi orng terkenal, takut bet if someday im being famous 😨. Semua aib ku di masa lalu dibahas dan dikupas tuntas 😭. My random thoughts dipagi ini 🙄",negatif,"Susah banget ya jadi orng terkenal, takut bet if someday im being famous <Wajah Takut>. Semua aib ku di masa lalu dibahas dan dikupas tuntas <Wajah Menangis Kencang>. My random thoughts dipagi ini <Wajah Memutar Mata>"
119,TMI: Hibernasi 18 jam Puas banget hahahah 😂 Jarang-jarang tidur lama 😴 Tapi ada rasa nyeselnya juga sih liburan isinya cuma tidur doang 😞,netral,TMI: Hibernasi 18 jam Puas banget hahahah <Wajah Menangis Gembira> Jarang-jarang tidur lama <Wajah Tidur> Tapi ada rasa nyeselnya juga sih liburan isinya cuma tidur doang <Wajah Kecewa>
120,Tertipu aku selama ni. rupanya covid 19 ni makhluk halus 😱😭,negatif,Tertipu aku selama ni. rupanya covid 19 ni makhluk halus <Wajah Berteriak Ketakutan><Wajah Menangis Kencang>
121,Soto ngomong Karo wong gagal move on. Ngeyel.....kegedean benci... 😠 Kayaknya kurang kopi dan kurang belajar cinta 🙄😏,negatif,Soto ngomong Karo wong gagal move on. Ngeyel.....kegedean benci... <Wajah Marah> Kayaknya kurang kopi dan kurang belajar cinta <Wajah Memutar Mata><Wajah Tersenyum Sinis>
122,Saya Heran. 🙄 Anggota DPR RI DIAM saja Rakyat Sengsara. 😩 Ntar klo Rakyat MATEK smua. 💀 Klian sapa yg GAJI? 😠,negatif,Saya Heran. <Wajah Memutar Mata> Anggota DPR RI DIAM saja Rakyat Sengsara. <Wajah Lelah Lesu> Ntar klo Rakyat MATEK smua. <Tengkorak> Klian sapa yg GAJI? <Wajah Marah>
123,Jijik sendiri gua liatnya 🤢🤮,negatif,Jijik sendiri gua liatnya <Wajah Mual>🤮
124,"Dorong LBP pimpin penjemputan warga RI di wuhan, ngeri ngeri sedap 😱😰",negatif,"Dorong LBP pimpin penjemputan warga RI di wuhan, ngeri ngeri sedap <Wajah Berteriak Ketakutan><Wajah Mulut Terbuka Dan Keringat Dingin>"
125,"Bibirku geter sendiri, aneh, semacam gugup 😟😰",negatif,"Bibirku geter sendiri, aneh, semacam gugup <Wajah Cemas><Wajah Mulut Terbuka Dan Keringat Dingin>"
126,Selang beberapa menit ada nomor baru nelpon. Aku angkat aja takutnya ada urusan penting 🤔 Awal aku angkat si penelpon langsung gugup gitu 😳,negatif,Selang beberapa menit ada nomor baru nelpon. Aku angkat aja takutnya ada urusan penting <Wajah Berpikir> Awal aku angkat si penelpon langsung gugup gitu <Wajah Memerah Tersipu>
127,"maklum,,,,grogi nya gugup nya 1/2 metong wkwkwk 🤣😱",negatif,"maklum,,,,grogi nya gugup nya 1/2 metong wkwkwk <Tertawa Terpingkal-Pingkal><Wajah Berteriak Ketakutan>"
128,Hahahahahahaha bikin gugup gak tuh mbak mbaknya hahahhaha 😂🤣,positif,Hahahahahahaha bikin gugup gak tuh mbak mbaknya hahahhaha <Wajah Menangis Gembira><Tertawa Terpingkal-Pingkal>
129,Sumpa aneh banget 🙄. Terakhir kali liat jin sampe terpesona w0w gitu 2013 jaman no more dream asli 😱,negatif,Sumpa aneh banget <Wajah Memutar Mata>. Terakhir kali liat jin sampe terpesona w0w gitu 2013 jaman no more dream asli <Wajah Berteriak Ketakutan>
130,Ingat senang ke nak wfh? 🙄 Possibility untuk tertidur & kena maki dengan boss esoknya memang tinggi kakaka 🤣🤡,negatif,Ingat senang ke nak wfh? <Wajah Memutar Mata> Possibility untuk tertidur & kena maki dengan boss esoknya memang tinggi kakaka <Tertawa Terpingkal-Pingkal><Wajah Badut>
131,Bucin tapi aku senang~~ 😍❤️,positif,Bucin tapi aku senang~~ <Wajah Tersenyum Dengan Mata Hati><Hati Merah>️
132,"Dkaruniai akal dan pikiran tolong tingkahnya djaga, heran bets sama warga yg bgni 🙄 Ditegur, Pasutri Belanja Pakai Hazmat Sempat Ngeyel Bilang Begini 🤦‍♂️😤",negatif,"Dkaruniai akal dan pikiran tolong tingkahnya djaga, heran bets sama warga yg bgni <Wajah Memutar Mata> Ditegur, Pasutri Belanja Pakai Hazmat Sempat Ngeyel Bilang Begini <Orang Tepok Jidat>‍♂️<Wajah Mengeluarkan Uap Dari Hidung>"
133,"Gotong royong aja semua rakyat, jangan nonton dagelan lagi cuma bikin muak doang! 🙄 Rakyat butuh Sembako dan kesehatan bukan DARURAT SIPIL!!! 😠😤",negatif,"Gotong royong aja semua rakyat, jangan nonton dagelan lagi cuma bikin muak doang! <Wajah Memutar Mata> Rakyat butuh Sembako dan kesehatan bukan DARURAT SIPIL!!! <Wajah Marah><Wajah Mengeluarkan Uap Dari Hidung>"
134,"Gue nonton ini berasa hidupnya ikutan sengsara juga, berat nder... 😩 Tapi gue kelarin sampe akhir 👏",negatif,"Gue nonton ini berasa hidupnya ikutan sengsara juga, berat nder... <Wajah Lelah Lesu> Tapi gue kelarin sampe akhir <Tepuk Tangan>"
135,"Kalau terlepas, dan semangat tu sembunyi makin dalam. 😔 Berhenti lah sekejap, tarik nafas, berehat, kalau rasa nak nangis, nangislah selagi airmata kita mampu mengalir, 😢 dan bila rasa penat tu dah hilang. 😌 Teruskan lah mencari semangat tu. Jangan mengalah. 💪✨",positif,"Kalau terlepas, dan semangat tu sembunyi makin dalam. <Wajah Termenung Sedih> Berhenti lah sekejap, tarik nafas, berehat, kalau rasa nak nangis, nangislah selagi airmata kita mampu mengalir, <Wajah Menangis> dan bila rasa penat tu dah hilang. <Wajah Lega> Teruskan lah mencari semangat tu. Jangan mengalah. <Otot Lengan Kuat>✨"
136,Tergantung mood si klo kata aku aku kadang risih cowo yg bls cepet2 tp giliran dia ngilang trs lama bls aku suka kesel jg knp yyyh aku 😒🤔,negatif,Tergantung mood si klo kata aku aku kadang risih cowo yg bls cepet2 tp giliran dia ngilang trs lama bls aku suka kesel jg knp yyyh aku <Wajah Tidak Terhibur><Wajah Berpikir>
137,iyaniih jijik dahh 🤢🤮,negatif,iyaniih jijik dahh <Wajah Mual>🤮
138,"7. agak risih sih 😒, cuma ya klu emg ngeluh gtu paling ngasih semangat aja 🙏.",netral,"7. agak risih sih <Wajah Tidak Terhibur>, cuma ya klu emg ngeluh gtu paling ngasih semangat aja <Tangan Merapat Berdoa>."
139,Untill tomorrow itu artinya (sampe besok) gua ngeri banget yang ikutan umurnya ampe besok karena omongan adalah doa... 😱😰💀,negatif,Untill tomorrow itu artinya (sampe besok) gua ngeri banget yang ikutan umurnya ampe besok karena omongan adalah doa... <Wajah Berteriak Ketakutan><Wajah Mulut Terbuka Dan Keringat Dingin><Tengkorak>
140,"gmn mau cari topik noon, saya gugup duluan 😰 😓",negatif,"gmn mau cari topik noon, saya gugup duluan <Wajah Mulut Terbuka Dan Keringat Dingin> <Wajah Dengan Keringat Dingin>"
141,"-Sampe dirumah- Me : *cerita ke mama* Mama : ""Bilang lah ke papa gih, paling dek ayu dimarahin"" 😱 Me : *cemas* Me : ""Paaaa..."" 😰 Papa : ""Yaaa..???"" Me : hehehe *ketawa dulu biar rilex* 😂 Papa : ""???"" 😠 Me : ""Mobil baret bagian pintu kiri, ga sengaja nyerempet dinding pas mau belok"" 😭",negatif,"-Sampe dirumah- Me : *cerita ke mama* Mama : ""Bilang lah ke papa gih, paling dek ayu dimarahin"" <Wajah Berteriak Ketakutan> Me : *cemas* Me : ""Paaaa..."" <Wajah Mulut Terbuka Dan Keringat Dingin> Papa : ""Yaaa..???"" Me : hehehe *ketawa dulu biar rilex* <Wajah Menangis Gembira> Papa : ""???"" <Wajah Marah> Me : ""Mobil baret bagian pintu kiri, ga sengaja nyerempet dinding pas mau belok"" <Wajah Menangis Kencang>"
142,See bic . Boleh punye untuk tidak semput dan kecewa 🙄😒,negatif,See bic . Boleh punye untuk tidak semput dan kecewa <Wajah Memutar Mata><Wajah Tidak Terhibur>
143,terkejut aku. 😱 Babi betul lah 🐽,negatif,terkejut aku. <Wajah Berteriak Ketakutan> Babi betul lah <Hidung Babi>
144,Gajian kudu nunggu tanggal 1 bae heran guamah dah 🙄😒,negatif,Gajian kudu nunggu tanggal 1 bae heran guamah dah <Wajah Memutar Mata><Wajah Tidak Terhibur>
145,Wkwkwk twt murka dgn kao mungkin wkwkwk 🤣🙄,negatif,Wkwkwk twt murka dgn kao mungkin wkwkwk <Tertawa Terpingkal-Pingkal><Wajah Memutar Mata>
146,"terlalu semangat gasabar pingin bikin kamutu kesal lagi eaa.. 😜 tapi stock masik sekilo, uda aman dari begal sualnya.. jajaja 😂",positif,"terlalu semangat gasabar pingin bikin kamutu kesal lagi eaa.. <Wajah Menjulurkan Lidah Dan Mengedipkan Mata> tapi stock masik sekilo, uda aman dari begal sualnya.. jajaja <Wajah Menangis Gembira>"
147,"wkwk itu ga tepat sih tapi artinya ya sama aja kalo ku panggilin tukang santet juga SMA ini 💀, gaya banget mau duit banyak tapi kelakuan kayak gitu cil(acilaman/tante wkwk) 🙄, muka kamu mau ditaroh dimana sih dasar goblok sangkal itu=kesal wkwkwk 😡😤",negatif,"wkwk itu ga tepat sih tapi artinya ya sama aja kalo ku panggilin tukang santet juga SMA ini <Tengkorak>, gaya banget mau duit banyak tapi kelakuan kayak gitu cil(acilaman/tante wkwk) <Wajah Memutar Mata>, muka kamu mau ditaroh dimana sih dasar goblok sangkal itu=kesal wkwkwk <Wajah Bersungut Marah><Wajah Mengeluarkan Uap Dari Hidung>"
148,"Nggak usah berharap, karena akan buat kecewa, memang begitulah keadaan negeri kita saat ini 😞💔",negatif,"Nggak usah berharap, karena akan buat kecewa, memang begitulah keadaan negeri kita saat ini <Wajah Kecewa><Hati Patah>"
149,"Smoker ""Jangan tertipu oleh penampilan luar saja. 🙄😏""",negatif,"Smoker ""Jangan tertipu oleh penampilan luar saja. <Wajah Memutar Mata><Wajah Tersenyum Sinis>"""
150,"OP yang hadir ke terpesona dengan vokalnya Seokjin, dengan rambutnya yang disisir ke belakang dan memakai silk blouse 😍✨",positif,"OP yang hadir ke terpesona dengan vokalnya Seokjin, dengan rambutnya yang disisir ke belakang dan memakai silk blouse <Wajah Tersenyum Dengan Mata Hati>✨"
151,Di DM yah... tapi kamu jangan jijik ya 🤢 Biasa aja ekspresi ny 😐,negatif,Di DM yah... tapi kamu jangan jijik ya <Wajah Mual> Biasa aja ekspresi ny <Wajah Netral>
152,Muka Pete wentz macam muka hantu 👻 Saya benci Pete 😡,negatif,Muka Pete wentz macam muka hantu <Hantu> Saya benci Pete <Wajah Bersungut Marah>
153,pernah dipeluk tapi kok malah risih 😒,negatif,pernah dipeluk tapi kok malah risih <Wajah Tidak Terhibur>
154,"Ada seorang senior engineer Twitter bernama John, yang mudah tersinggung 🙄 Namun Herman asyik maki John, kantoi lettew 🤣",negatif,"Ada seorang senior engineer Twitter bernama John, yang mudah tersinggung <Wajah Memutar Mata> Namun Herman asyik maki John, kantoi lettew <Tertawa Terpingkal-Pingkal>"
155,"Percuma kalian ngejelekin satu sama lain di depan saya, buat apa sih? 🙄 Toh nggak bakal terpengaruh, bakalan aku pantau sambil ngeteh ☕️ nggak perlu lah sampe bilang ini itu, risih dengernya 😒.",negatif,"Percuma kalian ngejelekin satu sama lain di depan saya, buat apa sih? <Wajah Memutar Mata> Toh nggak bakal terpengaruh, bakalan aku pantau sambil ngeteh ☕️ nggak perlu lah sampe bilang ini itu, risih dengernya <Wajah Tidak Terhibur>."
156,Dokter Tirta Siapa sebenarnya beliau? 🤔 Ayo... Semoga Allah Selamatkan kita dari berburuksangka ataupun tertipu 🤲🙏,netral,Dokter Tirta Siapa sebenarnya beliau? <Wajah Berpikir> Ayo... Semoga Allah Selamatkan kita dari berburuksangka ataupun tertipu 🤲<Tangan Merapat Berdoa>
157,PACAR SAYA BANYAK. CEWEK SEMUA! PUAS? 🙄😏,negatif,PACAR SAYA BANYAK. CEWEK SEMUA! PUAS? <Wajah Memutar Mata><Wajah Tersenyum Sinis>
158,"tah la sab, macam macam dugaan, penat 😩😞",negatif,"tah la sab, macam macam dugaan, penat <Wajah Lelah Lesu><Wajah Kecewa>"
159,terpesona sih sbnernya ea 😍✨,positif,terpesona sih sbnernya ea <Wajah Tersenyum Dengan Mata Hati>✨
160,"Yang bikin kesal, tak kira abis bimbingan dibuka, ternyata tidak 😠😤",negatif,"Yang bikin kesal, tak kira abis bimbingan dibuka, ternyata tidak <Wajah Marah><Wajah Mengeluarkan Uap Dari Hidung>"
